;; -*- coding: utf-8 -*--
a-bei-er-bian-huan 阿贝尔变换
wu-xian-kuo-zhang 无限扩张
wu-xian-lian-fen-shu 无限连分数
wu-xian-qu-jian 无限区间
wu-xian-qun 无限群
wu-xian-shui-ku 无限水库
wu-xian-su-chu-zi 无限素除子
wu-xian-wei 无限位
wu-xian-xu-lie 无限序列
wu-xian-yuan-dian 无限远点
wu-xian-yuan-fa 无限元法
wu-xiang-leng 无向棱
wu-xiang-tu 无向图
wu-xu 无序
wu-xu-dui 无序对
wu-xu-fen-chai 无序分拆
wu-yin-ci-liang 无因次量
wu-yuan-xiang-liang-chang 无源向量场
wu-yue-shu-ji-xiao-hua 无约束极小化
wu-yue-shu-zui-you-hua-fang-fa 无约束最优化方法
wu-zao-xin-dao 无噪信道
wu-zhi-xu 无秩序
wu-zhui-biao-shi 无赘表示
wu-zhui-ji 无赘基
xi-er-bo-te 希尔伯特
xi-er-bo-te-bian-huan 希尔伯特变换
xi-er-bo-te-bu-bian-ji-fen 希尔伯特不变积分
xi-er-bo-te-bu-deng-shi 希耳伯特不等式
xi-er-bo-te-chao-ping-xing-ti 希耳伯特超平行体
xi-er-bo-te-cheng-ji-gong-shi 希尔伯特乘积公式
xi-er-bo-te-duo-xiang-shi 希尔伯特多项式
xi-er-bo-te-ji-ding-li 希耳伯特基定理
xi-er-bo-te-ji-fen 希耳伯特积分
xi-er-bo-te-ji-hua 希尔伯特计划
xi-er-bo-te-ju-zhen 希耳伯特矩阵
xi-er-bo-te-kong-jian 希耳伯特空间
xi-er-bo-te-kong-jian 希尔伯特空间
xi-er-bo-te-lei-yu 希尔伯特类域
xi-er-bo-te-ling-dian-ding-li 希耳伯特零点定理
xi-er-bo-te-liu-xing 希尔伯特流形
xi-er-bo-te-mo-han-shu 希耳伯特模函数
xi-er-bo-te-mo-qun 希耳伯特模群
xi-er-bo-te-mo-xing-shi 希耳伯特模形式
xi-er-bo-te-mo-xing-shi 希尔伯特模形式
xi-er-bo-te-wen-ti 希耳伯特问题
xi-er-bo-te-wen-ti 希尔伯特问题
xi-er-hang-lie-shi 希尔行列式
xi-er-hang-lie-shi-fang-cheng 希尔行列式方程
xi-er-wei-fen-fang-cheng 希耳微分方程
xi-er-wei-fen-fang-cheng 希尔微分方程
xi-er-wei-si-te-gong-shi 西尔维斯特公式
xi-fen 细分
xi-ge-er-ding-li 西格尔定理
xi-ge-er-mo-xing-shi 西格尔模形式
xi-la-shu-zi 希腊数字
xi-luo-fu-bian-jie 希洛夫边界
xi-luo-zi-qun 西罗子群
xi-qiu-zhen 稀巯阵
xi-qu-fan-shi 析取范式
xi-qu-xiang 析取项
xi-shou 吸收
xi-shou-bi 吸收壁
xi-shou-bian-jie-tiao-jian 吸收边界条件
xi-shou-gai-lv 吸收概率
xi-shou-ji 吸收集
xi-shou-lv 吸收律
xi-shou-mei-ti 吸收媒体
xi-shou-qu-xian 吸收曲线
xi-shou-tai 吸收态
xi-shou-xi-shu 吸收系数
xi-shou-yin-shu 吸收因数
xi-shou-zhi-shu 吸收指数
xi-shou-zhuang-tai 吸收状态
xi-shu 系数
xi-shu-cong 系数丛
xi-shu-fan-han 系数泛函
xi-shu-han-shu 系数函数
xi-shu-hang-lie-shi 系数行列式
xi-shu-huan 系数环
xi-shu-ju-zhen 稀疏矩阵
xi-shu-ju-zhen 系数矩阵
xi-shu-qun 系数群
xi-shu-wen-ti 系数问题
xi-shu-yu 系数域
xi-tong 系统
xi-tong-bian-shi 系统辨识
xi-tong-chou-yang 系统抽样
xi-tong-deng-jia 系统等价
xi-tong-fang-zhen 系统仿真
xi-tong-fen-xi 系统分析
xi-tong-hua 系统化
xi-tong-jian-mo 系统建模
xi-tong-ju-zhen 系统矩阵
xi-tong-ke-kao-xing 系统可靠性
xi-tong-ke-xue 系统科学
xi-tong-li-lun 系统理论
xi-tong-ma 系统码
xi-tong-wu-cha 系统误差
xi-tong-zong-he 系统综合
xi-tuo-pu 细拓扑
xi-xing-bu-dong-dian 吸性不动点
xi-yin 吸引
xi-yin-fan-wei 吸引范围
xi-yin-qu 吸引区
xi-yin-qu-yu 吸引区域
xi-yin-she-ji 析因设计
xi-yin-shi-yan 析因试验
xi-yin-shi-yan 析因实验
xi-yin-zi 吸引子
xia-ban-ge 下半格
xia-ban-lian-xu 下半连续
xia-ban-lian-xu-bao 下半连续包
xia-ban-lian-xu-fen-jie 下半连续分解
xia-ban-lian-xu-han-shu 下半连续函数
xia-ban-lian-xu-xing 下半连续性
xia-ban-mo-ge 下半模格
xia-ban-ping-mian 下半平面
xia-bao-luo 下包络
xia-bao-luo-yuan-li 下包络原理
xia-ceng 下层
xia-dao-shu 下导数
xia-fang-zhi 下方值
xia-he 下和
xia-ji-fen 下积分
xia-ji-xian 下极限
xia-ji-xian-han-shu 下极限函数
xia-jiang 下降
xia-jiang-fa 下降法
xia-jiang-fang-xiang 下降方向
xia-jiang-suan-fa 下降算法
xia-jiang-suan-zi 下降算子
xia-jie 下解
xia-jie 下界
xia-jie-ji 下界集
xia-jin-si-ji-xian 下近似极限
xia-jin-si-zhi 下近似值
xia-lei 下类
xia-mi-du 下密度
xia-que-jie 下确界
xia-san-jiao-ju-zhen 下三角矩阵
xia-san-jiao-xing-ju-zhen 下三角形矩阵
xia-tiao-he 下调和
xia-tiao-he-han-shu 下调和函数
xia-tiao-he-jie 下调和解
xia-xian 下限
xia-yang 下鞅
xia-yi-bo-er-de-wen-ti 狭义伯饵德问题
xia-yi-li-xiang-lei 狭义理想类
xia-yi-xiang-dui-lun 狭义相对论
xia-you-jie-xu-lie 下有界序列
xia-you-jie-you-xu-ji 下有界有序集
xia-yu 辖域
xia-zhong-xin-xu-lie 下中心序列
xian-ba 线把
xian-chang 线场
xian-dai-kong-zhi-li-lun 现代控制理论
xian-dai-shu-xue 现代数学
xian-dao-xian-fu-wu 先到先服务
xian-duan 线段
xian-ge-shi 显格式
xian-han-shu 显函数
xian-hua-fen 线划分
xian-hui 线汇
xian-ji-fen 线积分
xian-ji-si-di 暹辑斯谛
xian-ju-li 弦距离
xian-lie 线列
xian-lin-jie-tu 线临界图
xian-lu-tu 线路图
xian-men 陷门
xian-mi-du 线密度
xian-qi 闲期
xian-shi-cha-fen-ge-shi 显式差分格式
xian-shi-cha-fen-gong-shi 显式差分公式
xian-shi-wei-fen-fang-cheng 显式微分方程
xian-shu 线束
xian-su-du 线速度
xian-wei 纤维
xian-wei-cong 纤维丛
xian-wei-hua 纤维化
xian-wei-ji 纤维积
xian-wei-kong-jian 纤维空间
xian-wei-ying-she 纤维映射
xian-xiang 现象
xian-xing 线性
xian-xing-bi-bao 线性闭包
xian-xing-bi-jin 线性逼近
xian-xing-bi-jin-fa 线性逼近法
xian-xing-bi-jin-wen-ti 线性逼近问题
xian-xing-bian-huan 线性变换
xian-xing-bian-huan-qun 线性变换群
xian-xing-biao-chu 线性表出
xian-xing-biao-shi 线性表示
xian-xing-ce-du 线性测度
xian-xing-cha-fen-fang-cheng 线性差分方程
xian-xing-cha-zhi 线性插值
xian-xing-chang-wei-fen-fang-cheng 线性常微分方程
xian-xing-ci-xu 线性次序
xian-xing-dai-shu 线性代数
xian-xing-dai-shu-qun 线性代数群
xian-xing-deng-jia 线性等价
xian-xing-di-gui-guan-xi 线性递归关系
xian-xing-duo-bu-fa 线性多步法
xian-xing-er-ci-xing-wen-ti 线性二次型问题
xian-xing-fan-han 线性泛函
xian-xing-fang-cheng 线性方程
xian-xing-fang-cheng-zu 线性方程组
xian-xing-fang-cheng-zu-jie 线性方程组解
xian-xing-fei-qi-ci-fang-cheng-zu 线性非齐次方程组
xian-xing-fen-shi-bian-huan 线性分式变换
xian-xing-fu-hao-zhi-tong-ji-liang 线性符号秩统计量
xian-xing-fu-za-du 线性复杂度
xian-xing-gu-ji 线性估计
xian-xing-guan-xi 线性关系
xian-xing-gui-hua 线性规划
xian-xing-han-shu 线性函数
xian-xing-han-shu-guan-xi 线性函数关系
xian-xing-hu-bu-wen-ti 线性互补问题
xian-xing-hua 线性化
xian-xing-hui-gui 线性回归
xian-xing-ji-fen-fang-cheng 线性积分方程
xian-xing-jia-quan-he-fa 线性加权和法
xian-xing-jian-yan 线性检验
xian-xing-jie-he-dai-shu 线性结合代数
xian-xing-jin-si 线性近似
xian-xing-kong-jian 线性空间
xian-xing-kong-jian-tong-gou 线性空间同构
xian-xing-kong-zhi-li-lun 线性控制理论
xian-xing-kuang 线性狂
xian-xing-liao 线性廖
xian-xing-lv-bo 线性滤波
xian-xing-ma 线性码
xian-xing-mo-xing 线性模型
xian-xing-pan-bie-han-shu 线性判别函数
xian-xing-pao-wu 线性抛物
xian-xing-pian-wei-fen-fang-cheng 线性偏微分方程
xian-xing-qi-ci-fang-cheng 线性齐次方程
xian-xing-qi-ci-fang-cheng-zu 线性齐次方程组
xian-xing-qu-xian-xi 线性曲线系
xian-xing-qun 线性群
xian-xing-shang-zui-you-hua 线性商最优化
xian-xing-shou-lian 线性收敛
xian-xing-shou-lian-su-lv 线性收敛速率
xian-xing-shu 线性束
xian-xing-sou-suo 线性搜索
xian-xing-suan-zi 线性算子
xian-xing-te-zhan-wen-ti 线性特盏问题
xian-xing-tong-gou 线性同构
xian-xing-tong-lun 线性同伦
xian-xing-tong-yu-fang-fa 线性同余方法
xian-xing-wai-cha 线性外插
xian-xing-wei-fen-fang-cheng 线性微分方程
xian-xing-wei-fen-fang-cheng-xi 线性微分方程系
xian-xing-wei-fen-fang-cheng-zu 线性微分方程组
xian-xing-wei-shu 线性维数
xian-xing-wu-guan 线性无关
xian-xing-wu-guan-xi 线性无关系
xian-xing-wu-yuan 线性无缘
xian-xing-xi 线性系
xian-xing-xi-tong 线性系统
xian-xing-xi-tong-li-lun 线性系统理论
xian-xing-xian-wei-ying-she 线性纤维映射
xian-xing-xiang 线性项
xian-xing-xiang-guan 线性相关
xian-xing-xiang-guan-ji 线性相关集
xian-xing-xiang-liang-han-shu 线性向量函数
xian-xing-xin-dao 线性信道
xian-xing-xing 线性型
xian-xing-xing-shi 线性形式
xian-xing-ying-she 线性映射
xian-xing-you-xu-ji 线性有序集
xian-xing-you-xu-lei 线性有序类
xian-xing-yuan 线性元
xian-xing-yue-shu 线性约束
xian-xing-yun-suan 线性运算
xian-xing-zhi-tong-ji-liang 线性秩统计量
xian-xing-zi-cu 线性子簇
xian-xing-zi-kong-jian 线性子空间
xian-xing-zi-xi 线性子系
xian-xing-zu-he 线性组合
xian-xing-zui-you-hua 线性最优化
xian-xing-zui-you-hua-wen-ti 线性最优化问题
xian-yan-fen-bu 先验分布
xian-yan-gai-lv 先验概率
xian-yan-gu-ji 先验估计
xian-yan-jie-xian 先验界限
xian-zhen-dong-fang-cheng 弦振动方程
xian-zhi 限制
xian-zhi-ce-du 限制测度
xian-zhi-dui-ce 限制对策
xian-zhi-li-dai-shu 限制李代数
xian-zhi-san-ti-wen-ti 限制三体问题
xian-zhi-sui-ji-hua 限制随机化
xian-zhi-tong-tai 限制同态
xian-zhi-wan-zheng-qun 限制完整群
xian-zhi-ying-she 限制映射
xian-zhi-zhi-ji 限制直积
xian-zhu-xing 显著性
xian-zhu-xing-jian-ding 显著性检定
xian-zhu-xing-jian-yan 显著性检验
xian-zuo-biao 线坐标
xiang-ban-bian-liang 相伴变量
xiang-ban-fang-cheng 相伴方程
xiang-ban-fen-ci-mo 相伴分次模
xiang-ban-ji-xiao-qu-mian 相伴极小曲面
xiang-ban-kong-jian 相伴空间
xiang-ban-le-rang-de-han-shu 相伴勒让德函数
xiang-ban-mi-ji-shu 相伴幂级数
xiang-ban-qi-ci-fang-cheng 相伴齐次方程
xiang-ban-qi-ci-zu 相伴齐次组
xiang-ban-qiu-mian-di 相伴球面低
xiang-ban-shi 相伴式
xiang-ban-shou-lian-ban-jing 相伴收敛半径
xiang-ban-su-li-xiang 相伴素理想
xiang-ban-wu-xiang-tu 相伴无向图
xiang-ban-xi 相伴系
xiang-ban-xi-shu 相伴系数
xiang-ban-yuan 相伴元
xiang-cha 相差
xiang-cuo 相错
xiang-deng 相等
xiang-deng-gong-li 相等公里
xiang-deng-ji 相等集
xiang-deng-ke-neng-shi-jian 相等可能事件
xiang-dui-bi-ji 相对闭集
xiang-dui-bi-lian 相对闭链
xiang-dui-bian-jie 相对边界
xiang-dui-bu 相对补
xiang-dui-bu-bian-ce-du 相对不变测度
xiang-dui-bu-bian-shi 相对不变式
xiang-dui-bu-ge 相对补格
xiang-dui-chou-mi-ji 相对稠密集
xiang-dui-ci-shu 相对次数
xiang-dui-di-gui-xing 相对递归性
xiang-dui-di-zhi 相对地址
xiang-dui-fan-shu 相对范数
xiang-dui-gong-e-cha-ji 相对共轭差积
xiang-dui-gong-e-shu 相对共轭数
xiang-dui-hua 相对化
xiang-dui-hua-yuan-li 相对化原理
xiang-dui-ji-da-dian 相对极大点
xiang-dui-ji-xiao-mo-xing 相对极小模型
xiang-dui-ji-zhi 相对极值
xiang-dui-jin-ji 相对紧集
xiang-dui-jin-kong-jian 相对紧空间
xiang-dui-kai 相对开
xiang-dui-kai-ji 相对开集
xiang-dui-ke-shu-jin-zi-ji 相对可数紧子集
xiang-dui-lin-yu 相对邻域
xiang-dui-lun 相对论
xiang-dui-nei-bu 相对内部
xiang-dui-nei-she-mo 相对内射模
xiang-dui-ni-jin-ji 相对拟紧集
xiang-dui-pan-bie-shi 相对判别式
xiang-dui-pin-shuo 相对频数
xiang-dui-qi-yi-tong-dao 相对奇异同岛
xiang-dui-qu-lv 相对曲率
xiang-dui-qu-mian 相对曲面
xiang-dui-shang 相对熵
xiang-dui-shang-tong-tiao-qun 相对上同调群
xiang-dui-su-du 相对速度
xiang-dui-tong-dao 相对同岛
xiang-dui-tong-dian-lun 相对同淀论
xiang-dui-tong-diao-qun 相对同调群
xiang-dui-tong-lun 相对同伦
xiang-dui-tong-lun-ji-he 相对同伦集合
xiang-dui-tong-lun-qun 相对同伦群
xiang-dui-tou-she-mo 相对投射模
xiang-dui-tuo-pu 相对拓扑
xiang-dui-wan-bei-ji 相对完备集
xiang-dui-wu-cha 相对误差
xiang-dui-xiang-rong-xing 相对相容性
xiang-dui-xiao-lv 相对效率
xiang-dui-xing 相对性
xiang-dui-xun-huan 相对循环
xiang-dui-yi-zhi-shou-lian 相对一致收敛
xiang-dui-yi-zhi-xing 相对一致性
xiang-dui-you-bu-ge 相对有补格
xiang-dui-zhang-liang 相对张量
xiang-dui-zhi-biao 相对指标
xiang-fan-dai-shu 项泛代数
xiang-fan-ming-ti 相反命题
xiang-gan-jian-ce 相干检测
xiang-guan 相关
xiang-guan-bi 相关比
xiang-guan-bian-shu 相关变数
xiang-guan-biao 相关表
xiang-guan-cheng-ji 相关乘积
xiang-guan-fa 相关法
xiang-guan-fang-cheng-zu 相关方程组
xiang-guan-fang-fa 相关方法
xiang-guan-fen-xi 相关分析
xiang-guan-gai-nian 相关概念
xiang-guan-han-shu 相关函数
xiang-guan-hang-lie-shi 相关行列式
xiang-guan-jian-ce 相关检测
xiang-guan-lun 相关论
xiang-guan-meng-te-ka-luo-fang-fa 相关蒙特卡罗方法
xiang-guan-qu-xian 相关曲线
xiang-guan-tu 相关图
xiang-guan-xi-shu 相关系数
xiang-guan-xian-xing-fang-cheng 相关线性方程
xiang-guan-xin-yuan 相关信源
xiang-guan-xing 相关性
xiang-guan-zhang-liang 相关张量
xiang-guan-zhen 相关阵
xiang-guan-zhi-shu 相关指数
xiang-he-fu-xing 箱盒复形
xiang-he-gu-ji 相合估计
xiang-he-jian-jin-zheng-tai-gu-ji 相合渐近正态估计
xiang-he-jian-yan 相合检验
xiang-he-ju-zhen 相合矩阵
xiang-hou-cha-fen 向后差分
xiang-hou-fang-cheng 向后方程
xiang-hou-wu-cha-fen-xi 向后误差分析
xiang-hu-du-li-shi-jian 相互独立事件
xiang-ji 象集
xiang-ji-fen 相积分
xiang-jiao 相角
xiang-jiao 相交
xiang-jiao-chong-shu 相交重数
xiang-jiao-ding-li 相交定理
xiang-jiao-heng-jie 相交横截
xiang-jiao-ji-hao 相交记号
xiang-jiao-jiao 相交角
xiang-jiao-li-lun 相交理论
xiang-jiao-shu 相交数
xiang-jiao-tu 相交图
xiang-jiao-xian 相交线
xiang-jie 相界
xiang-kong-jian 象空间
xiang-kong-jian 相空间
xiang-liang 向量
xiang-liang-biao-shi 向量表示
xiang-liang-ce-du 向量测度
xiang-liang-chang 向量场
xiang-liang-chang-zheng-gui-xing 向量场正规形
xiang-liang-cong 向量丛
xiang-liang-dai-shu 向量代数
xiang-liang-dao-shu 向量导数
xiang-liang-duo-bian-xing 向量多边形
xiang-liang-fan-shu 向量范数
xiang-liang-fang-cheng 向量方程
xiang-liang-fen-jie 向量分解
xiang-liang-fen-liang 向量分量
xiang-liang-fen-xi 向量分析
xiang-liang-ge 向量格
xiang-liang-guan 向量管
xiang-liang-han-shu 向量函数
xiang-liang-he 向量和
xiang-liang-ji 向量基
xiang-liang-ji 向量积
xiang-liang-ji-suan 向量计算
xiang-liang-jia-fa 向量加法
xiang-liang-jian-fa 向量减法
xiang-liang-kong-jian 向量空间
xiang-liang-kong-jian-zhi-he 向量空间直和
xiang-liang-liang 向量量
xiang-liang-meng-te-ka-luo-fang-fa 向量蒙特卡罗方法
xiang-liang-mi-du 向量密度
xiang-liang-mo 向量模
xiang-liang-san-chong-ji 向量三重积
xiang-liang-shi 向量势
xiang-liang-suan-zi 向量算子
xiang-liang-tu 向量图
xiang-liang-xi 向量系
xiang-liang-xian 向量线
xiang-liang-zhi-han-shu 向量值函数
xiang-liang-zhi-ji-fen 向量值积分
xiang-liang-zi-kong-jian 向量子空间
xiang-liang-zui-you-hua 向量最优化
xiang-nong-li-lun 香农理论
xiang-qian-cha-fen 向前差分
xiang-qian-fang-cheng 向前方程
xiang-qian-wu-cha-fen-xi 向前误差分析
xiang-qie 相切
xiang-qie-qiu-mian 相切球面
xiang-rong-dai-shu-fang-cheng-zu 相容代数方程组
xiang-rong-fang-cheng-zu 相容方程组
xiang-rong-fen-bu-han-shu-zu 相容分布函数族
xiang-rong-gu-ji 相容估计
xiang-rong-gui-hua 相容规划
xiang-rong-he 相容核
xiang-rong-jian-yan 相容检验
xiang-rong-tiao-jian 相容条件
xiang-rong-tuo-pu-xue 相容拓扑学
xiang-rong-xing 相容性
xiang-rong-xing-gong-li-xi 相容性公理系
xiang-rong-xing-tiao-jian 相容性条件
xiang-rong-xing-wen-ti 相容性问题
xiang-si 相似
xiang-si-bi 相似比
xiang-si-bian-huan 相似变换
xiang-si-bian-huan-lv 相似变换律
xiang-si-bian-huan-qun 相似变换群
xiang-si-biao-shi 相似表示
xiang-si-biao-zhun-xing 相似标准型
xiang-si-dui-jiao-hua 相似对角化
xiang-si-duo-bian-xing 相似多边形
xiang-si-fa 相似法
xiang-si-han-shu 相似函数
xiang-si-jian-yan 相似检验
xiang-si-ju-zhen 相似矩阵
xiang-si-kuo-da 相似扩大
xiang-si-ping-mian 相似平面
xiang-si-san-jiao-xing 相似三角形
xiang-si-tiao-jian 相似条件
xiang-si-xing 相似形
xiang-si-xing-ding-li 相似性定理
xiang-si-xing-yuan-li 相似性原理
xiang-si-you-xu-ji 相似有序集
xiang-si-yu 相似域
xiang-si-zhong-xin 相似中心
xiang-tong-yun-suan 相同运算
xiang-tong-zhuang-tai 相通状态
xiang-wei 相位
xiang-wei-deng 相位灯
xiang-wei-ping-mian 相位平面
xiang-wei-tiao-jian 相位条件
xiang-wei-wu-cha 相位误差
xiang-wei-zhi-hou 相位滞后
xiang-xian 象限
xiang-xiang-liang 相向量
xiang-xiao 相消
xiang-xing-tu 象形图
xiang-yi 相依
xiang-yi 相移
xiang-yi-fen-xi 相移分析
xiang-ying 响应
xiang-ying-han-shu 响应函数
xiang-ying-qu-xian 响应曲线
xiang-ze-lai-hua 享泽莱化
xiang-zheng 象征
xiang-zhuan-yi 相转移
xiang-zuo-biao 相坐标
xiao-bo-bian-huan 小波变换
xiao-bo-fen-xi 小波分析
xiao-can-shu-fa 小参数法
xiao-chu 消除
xiao-chu-shu 小除数
xiao-ci 小词
xiao-de-bu-dong-dian-ding-li 肖德不动点定理
xiao-fan-chou 小范畴
xiao-ji 小集
xiao-lv 效率
xiao-lv-yin-zi 效率因子
xiao-mei-bi-shang-lian 消没闭上链
xiao-mei-han-shu 消没函数
xiao-mei-quan 消没圈
xiao-mie-ding-li 消灭定理
xiao-ping-wei-shu 小平维数
xiao-qian-ti 小前提
xiao-qu 消去
xiao-qu-ding-li 消去定理
xiao-qu-fa 消去法
xiao-qu-lv 消去律
xiao-qu-xing-zhi 消去性质
xiao-qu-yu-fang-fa 小区域方法
xiao-shi 消失
xiao-shi-fu-wu-xi-tong 消失服务系统
xiao-shu-bu-fen 小数部分
xiao-shu-dian 小数点
xiao-shu-ding-lv 小数定律
xiao-shu-wei 小数位
xiao-wang-shi 消亡时
xiao-wei-nie-she-qi-pan-ju 肖维涅舍弃判据
xiao-xi 消息
xiao-xi-ya-suo 消息压缩
xiao-xun-huan 小循环
xiao-yang-ben 小样本
xiao-yang-ben-wen-ti 小样本问题
xiao-ying 效应
xiao-yong 效用
xiao-yong-han-shu 效用函数
xiao-yong-li-lun 效用理论
xiao-yu 小于
xiao-yu-deng-yu 小于等于
xiao-yu-huo-deng-yu 小于或等于
xiao-yuan 小圆
xiao-yuan-fa 消元法
xiao-yuan-gui-ze 消元规则
xiao-yuan-ju-zhen 消元矩阵
xie-ai-er-mi-de-ju-zhen 斜埃尔米德矩阵
xie-bian 斜边
xie-cheng-duo-zhong-xian-xing-ying-she 斜称多重线性映射
xie-cheng-zhang-liang 斜称张量
xie-dao-suan-zi 斜导算子
xie-dui-chen-hang-lie-shi 斜对称行列式
xie-dui-chen-ju-zhen 斜对称矩阵
xie-dui-chen-zhang-liang 斜对称张量
xie-duo-xiang-shi-huan 斜多项式环
xie-er-ce-hua-fa 斜二测画法
xie-fang 泄放
xie-fang-cha 协方差
xie-fang-cha-fan-han-shu 协方差泛函数
xie-fang-cha-fen-xi 协方差分析
xie-fang-cha-han-shu 协方差函数
xie-fang-cha-ju-zhen 协方差矩阵
xie-fang-cha-zhen 协方差阵
xie-huan-su 斜环诉
xie-jiao 斜角
xie-jiao-zuo-biao 斜角坐标
xie-jiao-zuo-biao-xi 斜角坐标系
xie-jie-shi 斜截式
xie-leng-zhu 斜棱柱
xie-leng-zhui 斜棱锥
xie-liu-mian-ti 斜六面体
xie-lv 斜率
xie-lv-han-shu 斜率函数
xie-mian 斜面
xie-san-jiao-xing 斜三角形
xie-shi-bian-huan 斜驶变换
xie-shi-ju-zhen 斜驶矩阵
xie-shi-qu-xian 斜驶曲线
xie-shi-xian 斜驶线
xie-tai-yu-gu-fa 协态预估法
xie-tiao-xi-tong 协调系统
xie-tiao-xing 协调性
xie-tong-ding-xiang-dan-xing 协同定向单形
xie-wa-lai-qun 谢瓦莱群
xie-wei-fen 斜微分
xie-wei-shang-wen-ti 斜微商问题
xie-xing-xing-xian 斜星形线
xie-ya-zheng-gui-suan-zi 协亚正规算子
xie-ying-feng-ge-shi 斜迎风格式
xie-yuan-zhu 斜圆柱
xie-yuan-zhui 斜圆锥
xie-zhen-dong 谐振动
xie-zhou 斜轴
xie-zuo-biao 斜坐标
xin-bian-huan 辛变换
xin-bu-bian-shi 辛不变式
xin-bu-sheng-fa-ze 辛卜生法则
xin-cha-fen-ge-shi 辛差分格式
xin-dao 信道
xin-dao-rong-liang 信道容量
xin-dao-zao-sheng 信道噪声
xin-hao 信号
xin-hao-gu-zhi 信号估值
xin-hao-jian-ce 信号检测
xin-hao-zi-mu 信号字母
xin-kong-jian 辛空间
xin-nian-gai-lv 信念概率
xin-nian-qu-jian 信念区间
xin-nian-tui-duan 信念推断
xin-nian-xian 信念限
xin-pu-sen-fa-ze 辛普森法则
xin-qun 辛群
xin-she-tu-fa 心射图法
xin-suan 心算
xin-xi 信息
xin-xi 新息
xin-xi-ce-du 信息测度
xin-xi-chu-li 信息处理
xin-xi-ji 信息集
xin-xi-ji-he 信息几何
xin-xi-ke-jia-xing 信息可加性
xin-xi-ke-xue 信息科学
xin-xi-liang 信息量
xin-xi-lun 信息论
xin-xi-lv 信息率
xin-xi-mi-du 信息密度
xin-xi-san-du 信息散度
xin-xi-shang 信息熵
xin-xi-shang-rong-yu 信息熵冗余
xin-xi-tong-ji 信息统计
xin-xi-wei 信息位
xin-xi-wen-ding-xing 信息稳定性
xin-xi-xue 信息学
xin-xi-yuan 信息源
xin-yuan 信源
xin-yuan-bian-ma 信源编码
xin-zang-xian 心脏线
xin-zao-bi 信噪比
xing-bian 形变
xing-bian-bi-lv 形变比率
xing-bian-shang-lian 形变上链
xing-bian-shou-suo 形变收缩
xing-bian-shou-suo-he 形变收缩核
xing-chao-song-chi 行超松弛
xing-cheng 形成
xing-cheng-gui-ze 形成规则
xing-deng-jia 行等价
xing-die-dai 行迭代
xing-han-shu 型函数
xing-hao 星号
xing-he 行和
xing-ju-zhen 行矩阵
xing-kong-jian 行空间
xing-man-zhi-ju-zhen 行满秩矩阵
xing-neng-zhi-biao 性能指标
xing-qu-xian 形曲线
xing-sheng-lue-ding-li 型省略定理
xing-shi-ban-sui-suan-zi 形式伴随算子
xing-shi-bei-ye-si-gu-ji 形式贝叶斯估计
xing-shi-bu-ke-pan-ding-ming-ti 形式不可判定命题
xing-shi-dao-shu 形式导数
xing-shi-gai-xing 形式概形
xing-shi-guang-hua-huan 形式光滑环
xing-shi-hua-suan-shu 形式化算术
xing-shi-huan 形式环
xing-shi-jie 形式解
xing-shi-luo-ji 形式逻辑
xing-shi-luo-lang-ji-shu-yu 形式洛朗级数域
xing-shi-mi-ji-shu 形式幂级数
xing-shi-mi-ji-shu-huan 形式幂级数环
xing-shi-mo-xing 形式模型
xing-shi-qun 形式群
xing-shi-shi-yu 形式实域
xing-shi-xi-tong 形式系统
xing-shi-ya-tuo-yuan 形式亚椭圆
xing-shi-yu-yan 形式语言
xing-shi-zhu-yi 形式主义
xing-shu 型数
xing-song-chi 行松弛
xing-wei 行为
xing-wei-ce-lue 行为策略
xing-xiang-liang 行向量
xing-xin 形心
xing-xing 星形
xing-xing-fu-gai 星形覆盖
xing-xing-han-shu 星形函数
xing-xing-jia-xi 星型加细
xing-xing-lin-yu 星形邻域
xing-xing-qu-yu 星形区域
xing-xing-ti 星形体
xing-xing-xian 星形线
xing-xing-you-xian-fu-gai 星形有限覆盖
xing-yun-suan 行运算
xing-zheng-jiao-xing 行正交性
xing-zhuang 形状
xing-zhuang-can-shu 形状参数
xing-zhuang-li-lun 形状理论
xing-zhuang-suan-zi 形状算子
xiong-ya-li-fa 匈牙利法
xiu-jun-fa 修均法
xiu-zheng-bei-sai-er-han-shu 修正贝塞耳函数
xiu-zheng-dan-chun-xing-fa 修正单纯形法
xiu-zheng-dan-xing-fa 修正单形法
xiu-zheng-niu-dun-fa 修正牛顿法
xiu-zheng-ti-du-tou-ying-fa 修正梯度投影法
xiu-zheng-xiang 修正项
xu-bu 虚部
xu-dan-qun 序单群
xu-deng-dai-shi-jian 虚等待时间
xu-dui 序对
xu-er-ci-yu 虚二次域
xu-gen 虚根
xu-gou-dui-ce 虚构对策
xu-guan-bian-ma 序贯编码
xu-guan-chou-jian 序贯抽检
xu-guan-chou-yang 序贯抽样
xu-guan-fen-xi 序贯分析
xu-guan-gai-lv-bi-jian-yan 序贯概率比检验
xu-guan-gu-ji 序贯估计
xu-guan-jian-ding 序贯检定
xu-guan-jian-yan 序贯检验
xu-guan-jue-ce 序贯决策
xu-guan-meng-te-ka-luo-fang-fa 序贯蒙特卡罗方法
xu-guan-she-ji 序贯设计
xu-guan-si-ran-bi-zhi-jian-yan 序贯似然比值检验
